customer_id,age,gender,region,tenure_days,total_orders,total_spent,avg_order_value,days_since_last_order,total_sessions,avg_session_duration,pages_per_session,cart_abandonment_rate,support_tickets,preferred_category,seasonal_activity,marketing_channel,will_churn,predicted_spending_3months
978,18,M,North,170,9,314.58,34.95,8,26,9.36,3.21,0.629,0,Home,0.222,Paid_Search,1,55.22
979,18,Other,East,158,5,435.14,87.03,11,22,6.26,1.96,0.616,1,Electronics,0.676,Paid_Search,0,69.62
980,44,F,North,142,10,370.72,37.07,55,19,11.02,4.15,0.369,4,Sports,0.2,Paid_Search,0,0.0
981,44,F,South,184,7,361.87,51.7,20,23,8.58,2.74,0.908,0,Sports,0.826,Paid_Search,1,21.38
982,40,M,South,54,9,948.86,105.43,52,27,6.71,1.62,0.82,4,Books,0.676,Email,0,375.11
983,23,M,East,15,5,522.54,104.51,14,16,11.26,9.46,0.863,0,Electronics,0.614,Organic,0,0.0
984,34,F,North,22,8,674.86,84.36,15,23,11.1,5.41,0.433,1,Clothing,0.617,Email,0,108.98
985,34,M,West,45,5,409.46,81.89,5,19,9.36,4.2,0.76,1,Clothing,0.505,Paid_Search,0,90.55
986,21,M,West,124,7,432.08,61.73,74,12,15.37,1.74,0.312,0,Home,0.362,Paid_Search,0,117.75
987,53,M,North,330,6,334.06,55.68,68,22,13.81,5.38,0.403,1,Sports,0.228,Organic,1,0.0
988,45,M,North,217,11,725.38,65.94,124,23,12.51,1.36,0.875,2,Sports,0.686,Email,0,129.78
989,32,M,North,280,8,297.27,37.16,15,25,18.77,1.68,0.469,3,Electronics,0.508,Social,0,0.0
990,35,M,West,77,9,731.8,81.31,51,19,7.91,3.2,0.207,3,Electronics,0.493,Social,0,71.08
991,37,F,East,93,11,838.43,76.22,16,21,6.64,3.64,0.512,1,Books,0.494,Paid_Search,0,301.42
992,18,M,East,90,13,671.64,51.66,18,27,11.94,2.24,0.57,1,Electronics,0.977,Paid_Search,0,74.25
993,32,M,North,38,14,1599.04,114.22,53,25,7.49,1.0,0.663,4,Books,0.121,Direct,0,614.14
994,26,F,East,11,11,991.9,90.17,5,28,8.55,2.57,0.837,2,Home,0.822,Direct,0,308.69
995,22,M,West,160,12,1107.55,92.3,7,25,4.56,8.73,0.327,1,Home,0.411,Social,0,343.15
996,31,M,West,815,5,314.08,62.82,11,18,10.93,1.0,0.662,4,Sports,0.157,Social,0,283.12
997,56,F,East,32,9,674.7,74.97,46,22,2.62,4.8,0.869,2,Sports,0.515,Social,1,31.88
998,42,M,North,8,8,725.47,90.68,13,21,8.11,2.81,0.571,3,Sports,0.756,Social,0,209.88
999,28,M,North,272,4,315.28,78.82,13,20,8.44,1.0,0.764,1,Clothing,0.62,Social,0,91.81
1000,41,F,North,52,7,805.33,115.05,202,18,6.76,7.92,0.208,1,Books,0.666,Direct,1,0.0
1001,51,M,South,318,5,349.53,69.91,14,21,1.47,1.88,0.485,0,Home,0.33,Email,0,282.16
1002,46,F,North,219,15,935.79,62.39,8,27,1.44,9.92,0.342,1,Books,0.709,Social,0,208.33
1003,35,F,South,524,8,726.85,90.86,29,29,5.52,3.8,0.804,2,Clothing,0.3,Organic,0,122.96
1004,27,M,South,94,8,347.07,43.38,48,22,10.66,4.15,0.825,2,Clothing,0.714,Direct,0,44.46
1005,43,F,Central,195,10,981.07,98.11,2,26,9.66,2.69,0.633,0,Home,0.665,Paid_Search,0,353.44
1006,39,F,East,112,7,297.38,42.48,28,18,8.43,6.75,0.182,0,Home,0.6,Direct,0,39.64
1007,45,M,West,179,9,818.68,90.96,1,25,4.96,2.94,0.828,0,Sports,0.297,Social,0,267.52
1008,42,F,West,107,10,587.93,58.79,22,20,9.86,7.02,0.887,2,Clothing,0.819,Organic,0,175.71
1009,47,M,North,37,11,956.06,86.91,8,24,1.3,4.22,0.787,1,Sports,0.471,Paid_Search,0,327.16
1010,28,F,West,127,3,293.05,97.68,10,14,0.5,2.63,0.665,4,Home,0.699,Email,0,348.11
1011,50,M,South,135,10,788.36,78.84,18,27,7.53,1.0,0.975,3,Clothing,0.544,Organic,0,79.66
1012,37,F,East,299,9,405.09,45.01,78,28,6.32,8.36,0.938,2,Clothing,0.111,Email,0,0.0
1013,59,M,South,239,8,420.64,52.58,37,25,12.55,3.67,0.814,1,Electronics,0.488,Social,0,74.32
1014,26,F,Central,196,4,227.13,56.78,82,27,9.13,2.02,0.717,1,Clothing,0.734,Organic,1,6.47
1015,55,M,South,21,8,221.0,27.62,32,27,15.1,5.51,0.634,2,Sports,0.254,Paid_Search,1,28.17
1016,37,M,South,229,8,825.5,103.19,0,21,6.31,4.2,0.907,2,Electronics,0.282,Organic,0,172.81
1017,27,F,Central,124,4,311.01,77.75,9,22,10.45,4.21,0.321,3,Clothing,0.478,Organic,0,0.0
1018,29,F,North,404,8,372.9,46.61,70,31,7.49,16.62,0.564,1,Electronics,0.207,Email,0,137.63
1019,31,F,West,454,5,556.96,111.39,30,15,14.03,1.71,0.621,1,Clothing,0.605,Social,0,154.42
1020,40,F,West,10,5,287.33,57.47,119,25,7.68,5.68,0.616,1,Books,0.6,Organic,0,99.33
1021,41,F,West,309,8,650.11,81.26,5,27,11.92,8.25,0.581,1,Sports,0.767,Organic,0,237.49
1022,28,F,Central,6,10,543.68,54.37,10,29,4.19,2.74,0.663,4,Sports,0.347,Organic,0,159.11
1023,34,M,Central,82,5,122.72,24.54,13,22,6.84,1.64,0.871,3,Electronics,0.146,Direct,0,83.04
1024,60,F,North,140,9,368.0,40.89,11,24,8.16,2.7,0.576,1,Books,0.447,Social,0,146.96
1025,55,F,West,28,6,382.73,63.79,8,31,13.55,4.15,0.398,2,Electronics,0.697,Organic,0,111.82
1026,40,Other,East,246,8,779.66,97.46,17,23,0.5,7.39,0.509,2,Electronics,0.465,Social,0,112.69
1027,35,F,East,1,12,1003.96,83.66,30,25,7.17,1.82,0.648,3,Home,0.502,Direct,0,423.66
1028,36,M,North,33,10,785.05,78.51,11,24,7.03,2.71,0.352,2,Electronics,0.432,Email,0,123.51
1029,42,M,West,156,4,99.0,24.75,2,18,0.5,5.64,0.549,0,Clothing,0.744,Paid_Search,0,30.22
1030,22,F,Central,225,10,1067.52,106.75,36,25,6.64,6.36,0.592,3,Home,0.458,Email,0,491.94
1031,31,F,Central,447,12,967.1,80.59,18,26,2.34,6.81,0.384,1,Home,0.409,Social,0,89.98
1032,18,F,South,220,6,432.09,72.01,24,18,0.5,1.0,0.843,2,Electronics,0.46,Organic,0,121.45
1033,39,F,North,200,8,826.48,103.31,18,19,7.45,12.46,0.807,2,Home,0.877,Direct,0,333.36
1034,42,F,South,90,4,424.75,106.19,66,20,7.32,2.27,0.6,1,Sports,0.26,Email,0,53.82
1035,29,M,West,1,10,1038.65,103.86,24,23,7.52,12.21,0.896,3,Home,0.33,Social,1,221.7
1036,53,F,West,23,8,550.58,68.82,77,18,9.51,13.64,0.349,0,Home,0.63,Paid_Search,0,0.0
1037,20,M,East,137,12,598.96,49.91,21,30,4.98,1.0,0.391,2,Clothing,0.681,Organic,0,181.7
1038,18,M,North,202,9,897.51,99.72,10,20,15.66,5.51,0.647,2,Sports,0.665,Email,1,77.48
1039,37,F,South,97,4,163.49,40.87,13,23,8.37,2.51,0.471,2,Home,0.626,Paid_Search,0,0.0
1040,47,F,East,236,7,865.77,123.68,22,17,13.65,3.43,0.777,1,Clothing,0.779,Social,1,253.66
1041,55,M,Central,132,6,454.2,75.7,22,20,1.78,6.38,0.712,0,Sports,0.32,Organic,0,78.44
1042,29,M,East,13,10,484.78,48.48,34,25,5.16,1.33,0.344,2,Home,0.092,Organic,0,174.24
1043,47,F,South,38,10,442.03,44.2,7,20,11.25,2.4,0.562,1,Electronics,0.653,Direct,0,57.66
1044,34,M,East,329,13,559.78,43.06,32,22,7.59,5.37,0.724,2,Home,0.602,Paid_Search,0,134.57
1045,32,F,North,232,11,863.6,78.51,45,20,4.21,4.38,0.716,3,Sports,0.261,Email,0,69.36
1046,45,F,Central,405,16,1197.44,74.84,33,40,1.15,6.33,0.748,2,Home,0.451,Email,0,0.0
1047,42,F,South,22,6,264.61,44.1,19,19,11.43,2.32,0.655,2,Sports,0.653,Direct,0,37.03
1048,18,F,East,832,9,594.8,66.09,143,24,11.11,1.24,0.395,1,Electronics,0.579,Direct,0,73.46
1049,52,M,South,42,16,652.83,40.8,15,25,9.47,13.37,0.232,1,Home,0.676,Paid_Search,0,70.11
1050,51,F,West,2,9,807.59,89.73,3,22,6.52,1.7,0.824,0,Sports,0.338,Direct,0,237.19
1051,27,M,West,1072,7,515.45,73.64,51,25,4.05,1.44,0.792,3,Clothing,0.411,Paid_Search,0,393.04
1052,39,F,West,59,3,196.62,65.54,7,21,8.29,1.83,0.725,1,Home,0.858,Social,0,0.0
1053,40,M,South,198,3,128.39,42.8,37,18,3.24,3.87,0.419,1,Electronics,0.768,Email,1,15.12
1054,38,F,South,34,6,404.98,67.5,5,19,5.49,4.11,0.697,2,Clothing,0.57,Direct,1,57.48
1055,28,M,North,156,4,258.53,64.63,0,23,13.55,1.0,0.562,0,Home,0.811,Paid_Search,0,0.0
1056,26,M,West,421,15,1244.15,82.94,5,33,1.1,1.56,0.784,0,Sports,0.694,Paid_Search,0,133.7
1057,34,M,North,69,11,870.93,79.18,14,20,11.21,6.89,0.429,1,Books,0.806,Social,0,252.42
1058,49,M,East,199,9,853.21,94.8,3,30,14.48,2.59,0.571,1,Clothing,0.304,Paid_Search,0,347.1
1059,41,F,West,37,5,314.43,62.89,6,24,11.77,4.27,0.52,2,Sports,0.448,Social,0,60.61
1060,30,M,West,176,13,370.37,28.49,43,33,10.09,1.65,0.661,2,Clothing,0.811,Email,0,52.13
1061,44,F,South,73,8,798.22,99.78,44,28,6.65,5.0,0.624,2,Home,0.894,Email,0,211.49
1062,18,F,East,42,4,206.4,51.6,51,17,5.92,1.58,0.467,3,Electronics,0.399,Organic,0,80.21
1063,48,F,North,67,10,473.27,47.33,55,28,0.5,1.14,0.734,2,Electronics,0.492,Social,0,0.0
1064,18,M,West,35,11,813.14,73.92,16,22,8.65,1.0,0.557,2,Clothing,0.253,Organic,0,268.21
1065,30,M,West,417,6,495.34,82.56,60,16,6.89,3.3,0.556,3,Books,0.264,Email,0,127.73
1066,21,F,South,91,11,679.02,61.73,22,23,5.71,5.17,0.278,2,Home,0.416,Organic,1,104.76
1067,19,M,South,50,7,430.73,61.53,19,19,8.42,5.27,0.32,5,Sports,0.657,Email,0,133.62
1068,48,M,West,107,4,260.9,65.22,38,13,8.75,3.77,0.744,4,Home,0.82,Paid_Search,1,35.87
1069,29,F,West,69,5,552.07,110.41,7,19,5.96,6.8,0.412,1,Books,0.367,Organic,0,116.57
1070,39,F,South,245,6,449.6,74.93,46,23,14.95,1.0,0.551,0,Sports,0.304,Email,0,708.99
1071,34,F,East,638,6,304.81,50.8,16,25,11.42,1.03,0.192,0,Books,0.561,Organic,0,299.99
1072,40,M,North,103,9,459.5,51.06,4,25,12.09,1.44,0.757,0,Home,0.523,Paid_Search,0,87.08
1073,35,F,North,355,8,549.82,68.73,3,21,8.09,2.43,0.583,0,Home,0.126,Social,0,351.98
1074,19,M,Central,150,7,566.63,80.95,5,18,10.54,3.21,0.845,0,Clothing,0.31,Paid_Search,0,96.36
1075,46,M,West,30,8,696.8,87.1,66,24,4.92,7.24,0.273,2,Books,0.079,Organic,0,72.41
1076,29,F,West,211,10,781.04,78.1,141,25,11.17,2.6,0.422,1,Electronics,0.755,Paid_Search,1,116.34
1077,18,M,North,129,9,485.58,53.95,13,32,7.68,5.51,0.326,1,Books,0.4,Organic,0,241.58
1078,29,M,West,189,7,450.81,64.4,10,20,4.41,4.81,0.869,0,Books,0.656,Social,0,0.0
1079,53,M,South,396,9,840.13,93.35,7,30,8.41,7.21,0.277,4,Sports,0.47,Organic,0,370.42
1080,45,F,South,104,16,741.56,46.35,52,30,7.33,4.56,0.703,3,Sports,0.432,Paid_Search,0,110.1
1081,30,F,East,416,5,316.78,63.36,7,20,17.79,7.55,0.676,1,Clothing,0.653,Social,0,423.04
1082,30,F,North,250,7,629.56,89.94,77,30,10.24,1.0,0.506,1,Electronics,0.798,Direct,0,184.03
1083,31,F,West,120,12,1162.58,96.88,33,28,14.82,2.65,0.582,0,Home,0.366,Organic,0,686.86
1084,59,M,East,166,8,561.42,70.18,68,21,13.03,1.0,0.753,2,Electronics,0.604,Direct,0,227.8
1085,39,F,North,70,8,517.76,64.72,24,26,8.65,1.44,0.153,2,Electronics,0.331,Organic,0,385.91
1086,40,M,North,739,8,335.58,41.95,35,18,6.73,1.35,0.731,2,Electronics,0.328,Email,0,78.11
1087,47,M,North,198,15,1322.11,88.14,28,28,1.54,7.53,0.389,0,Clothing,0.611,Organic,0,0.0
1088,37,F,North,8,7,755.79,107.97,53,27,5.02,2.79,0.746,0,Clothing,0.271,Direct,0,0.0
1089,31,F,East,71,7,973.9,139.13,54,26,11.15,12.43,0.873,2,Electronics,0.272,Email,1,215.97
1090,32,M,West,175,7,592.63,84.66,26,22,7.29,2.6,0.567,0,Home,0.113,Organic,0,165.22
1091,34,M,North,10,6,442.37,73.73,30,29,10.0,1.0,0.672,3,Home,0.282,Organic,0,172.8
1092,34,M,North,4,7,364.03,52.0,76,18,0.5,2.42,0.541,3,Home,0.695,Paid_Search,0,133.34
1093,43,M,East,107,8,224.23,28.03,79,23,10.31,4.61,0.419,0,Clothing,0.599,Paid_Search,1,25.84
1094,35,F,West,72,13,1032.51,79.42,32,32,12.89,4.01,0.427,1,Sports,0.38,Social,0,341.46
1095,43,F,South,103,10,1337.58,133.76,0,26,1.4,3.32,0.469,2,Home,0.521,Paid_Search,0,0.0
1096,34,F,South,54,9,960.93,106.77,3,32,9.99,4.24,0.728,1,Sports,0.34,Social,0,252.87
1097,35,F,East,32,10,1029.14,102.91,58,20,13.87,6.31,0.524,3,Electronics,0.864,Paid_Search,0,327.61
1098,18,M,South,210,7,567.98,81.14,2,20,15.22,1.0,0.659,0,Home,0.956,Organic,0,379.38
1099,45,F,North,130,5,419.94,83.99,7,21,6.49,3.64,0.765,1,Electronics,0.308,Organic,0,0.0
1100,39,M,West,40,11,158.47,14.41,7,39,11.62,1.34,0.435,2,Electronics,0.549,Paid_Search,0,54.56
1101,46,F,East,69,11,1034.69,94.06,27,25,14.22,5.09,0.442,1,Books,0.819,Paid_Search,0,759.19
1102,18,Other,East,161,12,726.2,60.52,25,28,10.11,1.52,0.751,2,Electronics,0.726,Social,0,46.48
1103,60,F,West,13,7,402.2,57.46,10,21,13.64,1.55,0.826,2,Electronics,0.37,Email,1,0.0
1104,33,M,West,28,7,468.43,66.92,6,21,8.36,1.0,0.598,1,Clothing,0.708,Organic,0,190.61
1105,48,F,South,13,10,660.75,66.07,43,19,10.08,3.44,0.516,3,Electronics,0.243,Paid_Search,0,519.61
1106,22,M,South,301,5,285.3,57.06,82,16,6.01,1.0,0.265,0,Home,0.4,Organic,0,0.0
1107,42,M,North,251,12,904.16,75.35,1,26,7.84,1.0,0.238,4,Clothing,0.762,Direct,0,234.55
1108,22,M,North,251,10,610.43,61.04,4,26,10.23,3.49,0.95,1,Books,0.242,Social,0,648.97
1109,27,M,West,226,15,1162.62,77.51,30,40,5.71,2.68,0.943,1,Books,0.324,Social,0,0.0
1110,57,F,West,199,8,302.56,37.82,48,25,7.61,2.65,0.874,2,Electronics,0.656,Paid_Search,0,0.0
1111,32,F,Central,116,14,975.08,69.65,46,33,11.54,1.0,0.47,0,Sports,0.582,Organic,0,271.18
1112,37,F,East,185,16,761.48,47.59,38,29,16.71,3.51,0.298,1,Books,0.704,Organic,0,50.69
1113,45,F,North,7,5,294.82,58.96,65,21,0.5,3.74,0.763,2,Books,0.047,Social,0,177.45
1114,40,F,North,174,12,943.02,78.58,7,21,16.41,6.72,0.905,2,Books,0.502,Direct,0,122.18
1115,36,M,West,270,11,383.9,34.9,3,27,7.46,4.75,0.692,3,Home,0.509,Organic,0,79.41
1116,39,M,East,124,9,489.96,54.44,28,18,12.36,1.29,0.629,1,Sports,0.703,Social,0,276.6
1117,63,F,East,79,3,267.67,89.22,51,15,13.14,1.27,0.732,0,Electronics,0.037,Paid_Search,0,206.23
1118,34,M,West,58,15,595.06,39.67,26,33,14.76,7.09,0.7,1,Electronics,0.353,Social,0,208.38
1119,37,F,West,185,3,358.34,119.45,98,13,5.59,6.33,0.652,0,Clothing,0.945,Social,0,0.0
1120,47,M,West,212,6,630.66,105.11,47,17,7.6,2.98,0.69,0,Home,0.723,Organic,0,185.25
1121,48,M,North,368,5,313.18,62.64,36,22,8.29,5.22,0.506,1,Sports,0.27,Social,0,98.97
1122,49,M,West,75,14,774.48,55.32,1,22,7.07,5.85,0.904,0,Clothing,0.457,Organic,0,62.57
1123,42,M,West,264,9,720.44,80.05,3,16,13.78,1.0,0.14,2,Sports,0.271,Social,0,133.76
1124,21,M,South,148,17,659.83,38.81,46,35,8.19,1.08,0.616,3,Books,0.824,Organic,0,25.21
1125,54,F,East,385,8,199.57,24.95,6,23,2.03,2.29,0.626,2,Sports,0.391,Organic,0,51.42
1126,21,M,South,135,4,254.07,63.52,0,14,5.97,7.18,0.881,2,Clothing,0.223,Organic,0,168.12
1127,38,F,Central,131,13,931.43,71.65,72,22,2.19,10.0,0.683,4,Home,0.417,Email,0,178.69
1128,25,M,North,155,13,1005.69,77.36,66,27,7.59,3.71,0.913,3,Home,0.649,Organic,0,139.37
1129,34,M,East,249,9,536.68,59.63,7,21,11.19,1.21,0.942,1,Books,0.726,Paid_Search,0,164.22
1130,38,M,North,601,6,641.09,106.85,45,18,5.88,1.4,0.829,1,Electronics,0.369,Organic,0,0.0
1131,38,F,West,13,6,225.73,37.62,1,26,6.89,2.42,0.64,1,Clothing,0.719,Organic,0,109.68
1132,40,M,North,9,8,372.35,46.54,10,29,7.4,2.38,0.228,2,Electronics,0.363,Social,0,84.92
1133,54,F,South,499,5,435.83,87.17,29,22,9.06,1.35,0.863,1,Books,0.886,Email,0,120.87
1134,40,M,East,135,8,367.67,45.96,43,20,10.56,2.63,0.908,1,Sports,0.579,Direct,0,264.29
1135,32,F,Central,171,9,404.93,44.99,0,22,11.73,1.0,0.908,3,Sports,0.489,Direct,0,138.63
1136,46,M,South,118,13,1015.09,78.08,11,31,17.52,2.76,0.637,2,Books,0.205,Organic,0,324.26
1137,49,F,North,17,5,243.31,48.66,7,17,8.99,1.65,0.836,2,Home,0.754,Organic,0,170.69
1138,20,F,West,263,8,573.38,71.67,201,27,11.44,1.59,0.52,0,Clothing,0.961,Paid_Search,0,0.0
1139,42,F,East,247,7,402.53,57.5,33,24,2.15,4.47,0.566,2,Books,0.138,Email,0,150.07
1140,43,M,Central,67,9,481.13,53.46,15,23,6.98,4.63,0.424,1,Books,0.228,Paid_Search,0,205.36
1141,31,M,North,65,11,246.87,22.44,2,30,7.42,2.26,0.534,1,Clothing,0.426,Social,0,21.21
1142,51,M,East,327,3,235.47,78.49,27,22,4.43,1.06,0.674,1,Home,0.396,Social,0,150.74
1143,33,F,South,13,11,482.02,43.82,30,22,6.36,3.48,0.608,3,Home,0.423,Organic,0,0.0
1144,36,F,North,383,9,637.15,70.79,50,27,8.07,2.19,0.822,0,Clothing,0.541,Social,0,531.1
1145,32,F,West,53,5,310.99,62.2,10,19,6.48,5.46,0.723,0,Electronics,0.879,Organic,0,236.86
1146,35,M,East,161,6,419.02,69.84,119,22,18.91,4.42,0.806,0,Sports,0.248,Paid_Search,0,138.85
1147,21,M,West,494,6,427.55,71.26,17,19,10.55,4.94,0.674,0,Clothing,0.809,Paid_Search,0,220.07
1148,18,M,South,204,4,319.36,79.84,10,18,16.5,1.0,0.684,2,Home,0.295,Paid_Search,0,300.86
1149,54,F,South,96,3,170.42,56.81,12,14,14.47,9.0,0.732,0,Electronics,0.848,Organic,0,51.29
1150,24,F,South,210,7,742.47,106.07,21,21,5.94,3.59,0.434,4,Books,0.39,Email,0,298.88
1151,23,F,Central,75,2,57.63,28.81,82,19,8.65,1.0,0.686,2,Books,0.678,Email,0,48.65
1152,18,M,South,58,9,624.02,69.34,39,23,6.76,2.5,0.905,1,Books,0.451,Email,0,0.0
1153,27,F,South,1027,6,575.43,95.91,25,18,7.85,3.06,0.873,1,Sports,0.198,Paid_Search,0,108.48
1154,19,F,South,250,4,347.68,86.92,5,17,4.59,7.53,0.724,1,Home,0.478,Organic,0,106.71
1155,54,M,East,186,12,607.55,50.63,4,26,6.73,4.69,0.636,1,Electronics,0.443,Organic,0,45.78
1156,47,F,South,79,4,219.18,54.79,20,18,9.94,3.95,0.378,3,Home,0.7,Social,0,94.89
1157,26,F,Central,9,7,348.81,49.83,39,19,9.83,3.12,0.743,0,Sports,0.66,Paid_Search,0,0.0
1158,62,F,South,5,9,809.83,89.98,41,24,9.51,2.68,0.631,2,Sports,0.687,Organic,0,64.38
1159,46,F,West,145,6,339.01,56.5,7,13,8.26,1.0,0.584,4,Clothing,0.862,Paid_Search,0,0.0
1160,31,M,North,258,8,651.02,81.38,3,23,11.94,3.69,0.471,1,Home,0.448,Social,0,83.22
1161,18,M,West,138,7,571.25,81.61,14,27,7.47,1.36,0.276,1,Books,0.235,Organic,0,293.17
1162,62,F,Central,330,8,1073.68,134.21,75,21,14.07,1.76,0.624,2,Clothing,0.791,Direct,0,176.98
1163,18,M,North,6,9,745.48,82.83,23,24,1.11,4.83,0.741,1,Home,0.738,Social,0,159.29
1164,18,F,Central,82,8,437.77,54.72,11,25,11.13,1.67,0.725,0,Clothing,0.76,Organic,0,241.35
1165,47,F,East,48,8,307.97,38.5,11,20,10.45,1.0,0.916,1,Clothing,0.582,Paid_Search,0,55.76
1166,64,F,Central,106,8,544.83,68.1,4,26,5.8,2.54,0.639,0,Electronics,0.456,Organic,0,211.35
1167,51,Other,West,13,8,576.18,72.02,19,27,7.08,1.0,0.64,0,Clothing,0.824,Organic,0,235.18
1168,41,M,South,554,7,138.13,19.73,47,24,10.36,3.3,0.622,1,Sports,0.212,Organic,0,21.84
1169,42,M,North,45,12,685.84,57.15,103,24,12.16,5.16,0.74,0,Books,0.232,Social,0,138.33
1170,45,M,South,459,10,824.34,82.43,20,29,1.5,2.72,0.827,1,Electronics,0.521,Social,0,133.12
1171,44,M,North,99,4,246.76,61.69,5,23,11.01,1.0,0.381,2,Clothing,0.897,Organic,0,71.84
1172,38,M,North,762,10,992.16,99.22,34,23,6.67,5.63,0.828,1,Electronics,0.708,Social,0,477.02
1173,36,M,North,145,9,324.37,36.04,42,24,13.0,7.9,0.745,0,Books,0.774,Direct,0,58.13
1174,34,F,South,480,7,643.45,91.92,2,22,1.14,2.5,0.443,2,Books,0.201,Social,0,332.29
1175,25,F,West,1,8,782.78,97.85,56,28,18.28,1.76,0.786,1,Electronics,0.528,Direct,0,109.85
1176,31,M,North,248,12,1186.95,98.91,53,31,4.96,1.0,0.413,3,Home,0.385,Paid_Search,0,246.54
1177,18,M,North,420,4,143.41,35.85,19,15,14.22,3.39,0.554,2,Books,0.375,Paid_Search,0,186.55
1178,33,F,East,27,6,497.18,82.86,24,14,8.22,6.94,0.309,0,Sports,0.272,Paid_Search,0,129.17
1179,23,M,North,18,9,524.53,58.28,37,26,5.23,1.0,0.537,0,Sports,0.829,Direct,0,116.9
1180,21,M,North,99,10,398.46,39.85,33,21,9.56,1.0,0.172,1,Clothing,0.791,Paid_Search,0,65.39
1181,37,M,North,488,17,1099.11,64.65,0,30,12.62,2.56,0.293,1,Home,0.737,Direct,0,236.73
1182,51,F,Central,140,9,471.38,52.38,3,26,2.29,1.0,0.784,2,Home,0.17,Paid_Search,0,0.0
1183,46,M,West,134,7,686.13,98.02,5,24,11.31,3.03,0.859,1,Clothing,0.619,Organic,0,320.21
1184,18,F,South,27,4,351.31,87.83,42,18,8.45,3.8,0.627,0,Books,0.896,Organic,1,40.32
1185,23,M,West,1,13,600.46,46.19,17,34,10.81,3.96,0.365,2,Electronics,0.027,Organic,0,174.22
1186,46,F,East,299,7,398.26,56.89,23,21,8.54,4.75,0.555,1,Home,0.091,Organic,0,45.8
1187,23,M,West,16,8,523.86,65.48,44,22,6.21,8.97,0.573,1,Home,0.059,Social,0,0.0
1188,32,F,West,180,7,512.33,73.19,12,18,4.05,5.59,0.536,1,Books,0.216,Paid_Search,0,191.06
1189,41,F,East,442,9,901.44,100.16,41,23,11.19,5.91,0.477,2,Electronics,0.464,Social,0,378.34
1190,23,F,South,42,8,738.16,92.27,17,26,11.17,1.0,0.386,0,Sports,0.147,Email,0,0.0
1191,36,F,North,196,12,915.42,76.28,14,23,11.15,3.26,0.693,0,Home,0.352,Direct,0,165.46
1192,18,F,East,14,9,616.35,68.48,12,24,10.21,7.26,0.674,2,Books,0.433,Organic,0,174.26
1193,27,F,West,166,7,214.66,30.67,100,22,12.28,1.93,0.521,3,Home,0.695,Organic,0,0.0
1194,38,F,East,32,8,858.4,107.3,44,25,14.12,5.43,0.65,2,Sports,0.544,Paid_Search,0,136.89
1195,18,F,West,239,9,574.4,63.82,0,25,0.99,10.53,0.89,1,Clothing,0.393,Organic,0,251.24
1196,40,M,Central,64,6,683.23,113.87,94,20,0.5,1.33,0.83,1,Books,0.424,Organic,0,139.24
1197,34,M,North,112,8,639.22,79.9,44,17,15.37,1.0,0.752,1,Electronics,0.837,Social,0,230.33
1198,41,M,West,164,4,502.53,125.63,4,12,3.14,4.04,0.146,1,Clothing,0.309,Social,0,529.11
1199,37,F,West,33,9,811.42,90.16,2,28,4.16,2.87,0.896,1,Electronics,0.739,Email,0,107.6
1200,51,M,Central,243,6,235.2,39.2,11,18,7.35,8.43,0.523,2,Sports,0.908,Direct,0,67.85
1201,36,M,Central,64,3,178.92,59.64,29,15,1.88,1.1,0.479,2,Electronics,0.618,Paid_Search,0,0.0
1202,29,F,West,195,8,566.17,70.77,28,20,6.97,7.05,0.651,3,Home,0.443,Direct,0,86.44
1203,36,F,South,31,12,637.87,53.16,9,22,4.71,2.77,0.199,0,Sports,0.469,Organic,0,36.95
1204,41,F,West,209,4,262.29,65.57,17,13,7.57,1.68,0.687,4,Clothing,0.52,Email,1,119.64
1205,35,M,North,24,11,449.09,40.83,7,28,9.62,3.28,0.602,2,Home,0.172,Paid_Search,0,91.86
1206,35,F,West,99,13,976.86,75.14,1,34,7.13,2.28,0.906,1,Home,0.347,Direct,0,216.68
1207,26,M,Central,51,7,566.55,80.94,21,20,6.92,3.11,0.896,1,Sports,0.531,Organic,1,203.8
1208,27,M,South,248,10,498.97,49.9,12,22,9.53,6.82,0.614,1,Electronics,0.502,Social,1,88.56
1209,18,M,East,54,6,741.04,123.51,23,15,12.68,11.16,0.706,0,Electronics,0.657,Paid_Search,0,124.21
1210,55,M,South,384,5,382.94,76.59,87,17,14.91,2.93,0.852,2,Clothing,0.548,Paid_Search,0,184.8
1211,20,M,South,400,11,600.4,54.58,4,19,7.63,4.26,0.794,3,Sports,0.38,Organic,0,59.48
1212,26,F,South,39,8,274.09,34.26,0,21,15.8,6.14,0.305,3,Clothing,0.679,Social,0,121.37
1213,26,M,West,171,8,611.99,76.5,2,22,12.01,4.22,0.901,4,Books,0.581,Organic,0,190.08
1214,45,F,Central,16,8,547.9,68.49,18,18,3.57,1.79,0.736,0,Sports,0.45,Paid_Search,0,77.69
1215,31,F,Central,89,8,756.61,94.58,36,24,3.46,3.79,0.691,1,Books,0.782,Organic,0,197.04
1216,49,M,North,224,5,357.08,71.42,26,18,6.19,2.87,0.846,3,Clothing,0.623,Social,0,109.06
1217,26,F,West,193,10,451.57,45.16,20,24,14.28,1.0,0.692,1,Books,0.426,Organic,0,32.9
1218,38,M,West,176,8,934.14,116.77,13,24,6.49,1.0,0.527,0,Books,0.255,Social,0,257.89
